player1,player2,time,league_id
[],['2021 Round 3'],1599140291,46711
['2021 Round 1'],[],1599140270,46711
"['White, James']","['Hill, Taysom']",1599140197,46711
"['Crowder, Jamison', '2021 Round 2']","['Landry, Jarvis']",1599140137,46711
['2020 Round 3'],['2022 Round 3'],1597266338,46711
"['2020 Round 2', '2021 Round 2']","['Drake, Kenyan', 'Freeman, Devonta', 'Robinson, Allen', '2020 Round 2']",1596021469,46711
"['Taylor, Tyrod']","['Crowder, Jamison']",1598890803,35490
"['2021 Round 3', '2021 Round 4']",['4.01'],1588559881,35490
"['2021 Round 1', '2022 Round 1', '2022 Round 2']",['1.07'],1582865963,35490
"['Kamara, Alvin', '2021 Round 1']","['Stafford, Matthew', 'Hunt, Kareem', 'Golladay, Kenny']",1581712409,35490
"['Rivers, Philip']",['2021 Round 3'],1598814857,57794
['2021 Round 4'],"['Dunlap, Carlos']",1596136291,57794
['4.08'],"['4.11', '5.11', '2020 Round 5']",1595955683,57794
['2.14'],"['Odenigbo, Ifeadi', '5.08']",1595867610,57794
['4.09'],['2020 Round 4'],1595796083,57794
['1.01'],"['Stafford, Matthew', '3.14']",1595719334,57794
"['Howard, O.J.']","['Ross, John', '2021 Round 3']",1587664922,57794
"['Davis, Sean']","['Williamson, Avery']",1594325865,23610
['2021 Round 8'],['8.31'],1593722708,23610
"['Ogunjobi, Larry']","['Vernon, Olivier']",1593705367,23610
['2021 Round 4'],['5.24'],1593304567,23610
"['3.21', '4.13']","['3.15', '4.31']",1592968663,23610
['3.16'],"['Reynolds, Josh']",1592965078,23610
"['2.23', '4.30']","['2.27', '3.31']",1592855186,23610
"['McKinney, Benardrick', '2021 Round 2', '2021 Round 3']",['2.21'],1592849165,23610
['2021 Round 1'],['2.17'],1592826680,23610
"['2.12', '4.04']",['2.03'],1592761728,23610
"['2021 Round 1', '2021 Round 3']",['2.02'],1592758384,23610
"['2021 Round 2', '2021 Round 3']","['Baker, Budda']",1592704453,23610
"['2.03', '3.19']","['1.30', '6.15']",1592689373,23610
['1.40'],"['Williams, Mike']",1592677766,23610
"['1.26', '2.26']",['1.19'],1592661809,23610
['1.05'],"['Mahomes, Patrick']",1592613139,23610
['1.04'],[],1592581970,23610
"['1.17', '1.30']",[],1592581937,23610
['1.14'],[],1592581905,23610
['1.06'],[],1592581746,23610
"['1.03', '1.05', '1.23']",[],1592581703,23610
['1.08'],[],1592581651,23610
"['1.19', '1.20']",[],1592581619,23610
"['1.13', '1.21', '1.35']",[],1592581587,23610
"['1.11', '1.16']",[],1592581551,23610
['1.04'],[],1592581498,23610
"['1.06', '1.14']",[],1592581462,23610
"['1.05', '1.13']",[],1592581426,23610
"['1.20', '1.30']",[],1592581361,23610
['1.17'],[],1592581296,23610
['1.35'],[],1592581262,23610
"['1.08', '1.16']",[],1592581228,23610
['1.19'],[],1592581193,23610
['1.23'],[],1592581157,23610
['1.21'],[],1592581120,23610
"['1.03', '1.11']",[],1592581076,23610
['3.07'],['3.31'],1581027733,23610
['3.29'],['3.05'],1581027610,23610
['3.26'],['3.02'],1581027514,23610
['1.12'],[],1581027309,23610
['1.07'],['1.15'],1581027167,23610
['1.04'],[],1581027005,23610
"['Cousins, Kirk', 'Engram, Evan', '2021 Round 2']","['Roethlisberger, Ben', 'Kelce, Travis']",1590413852,41507
['2021 Round 4'],"['Taylor, Tyrod']",1589136286,41507
['2021 Round 3'],['4.07'],1589073050,41507
"['Tate, Golden', '2021 Round 5']",['4.06'],1589071842,41507
['4.07'],"['Brown, Antonio', '5.04']",1589064694,41507
"['Brate, Cameron']",['3.08'],1589061812,41507
"['Gordon, Melvin', '3.04']","['Gurley, Todd']",1588996121,41507
"['Cooper, Amari']","['Robinson, Allen', '3.03']",1588986209,41507
['1.03'],"['1.05', '2.03']",1588901063,41507
"['Brown, Antonio', '2021 Round 3']","['2021 Round 2', '2022 Round 2']",1593915919,78150
"['4.07', '4.14']",['4.03'],1593829995,78150
"['Murray, Latavius', 'Edelman, Julian']","['Samuel, Curtis', '2.14']",1593732667,78150
"['Garoppolo, Jimmy', '2021 Round 3']",['2.08'],1593711925,78150
"['Thielen, Adam', '2021 Round 2']","['2.04', '2021 Round 3']",1593670976,78150
['1.07'],"['1.10', '2.10']",1593656613,78150
"['Brees, Drew', '2.02']","['Rodgers, Aaron']",1593625956,78150
"['Eifert, Tyler', '1.02', '3.10', '4.04']","['1.04', '3.04', '2021 Round 2']",1593624813,78150
['1.06'],"['2.02', '3.03']",1593118276,78150
"['Mack, Marlon', '2.04', '3.01', '2021 Round 2', '2021 Round 3']",['1.06'],1591734502,78150
"['Ryan, Matt', '2.06']","['Landry, Jarvis', '2.04']",1593996086,30404
['2021 Round 2'],"['Green, A.J.']",1599363476,79217
"['Williams, Mike', '2021 Round 2', '2022 Round 2']","['Woods, Robert', '2021 Round 3', '2022 Round 3']",1599302512,79217
"['2021 Round 2', '2022 Round 2']",['2.12'],1593941201,79217
"['2.10', '3.10', '4.04']",['2.05'],1593931893,79217
"['2.05', '3.12']","['2.04', '4.09']",1593929467,79217
['2021 Round 1'],['1.13'],1593923670,79217
"['Diggs, Stefon', '1.11']",['2021 Round 1'],1592003204,79217
"['Ertz, Zach']",['2021 Round 1'],1590795858,79217
"['1.08', '2.08', '3.11', '2021 Round 1', '2021 Round 4']","['Watson, Deshaun']",1586315154,79217
"['Anderson, Robby']",['2022 Round 2'],1585547045,79217
['2021 Round 3'],"['4.01', '4.02']",1594447651,18783
"['2021 Round 2', '2021 Round 3']",['2.10'],1594360433,18783
"['2.11', '5.08', '6.04']",['2.09'],1594360110,18783
['1.13'],"['2.01', '4.08']",1594292633,18783
"['2021 Round 1', '2021 Round 2']",['1.12'],1594285160,18783
['2.11'],"['Foles, Nick']",1594030259,18783
"['1.04', '1.13']",['1.02'],1591519423,18783
"['Trubisky, Mitchell']","['2021 Round 3', '2022 Round 3']",1599047725,69913
['2021 Round 4'],['5.03'],1591584006,69913
['2021 Round 3'],"['4.12', '5.05']",1591572048,69913
"['Roethlisberger, Ben', 'Waller, Darren']","['Mixon, Joe']",1591528414,69913
"['Cook, Dalvin', 'Beckham, Odell']","['Winston, Jameis', 'Adams, Davante', '1.07', '2.07', '2.08']",1591349174,69913
"['Goff, Jared', '1.03']","['Watson, Deshaun']",1591324468,69913
"['1.02', '4.02']","['1.04', '2.03']",1591322363,69913
['2.08'],"['Johnson, David']",1591265706,69913
"['Kirksey, Christian', '1.07', '1.09']","['Godwin, Chris']",1591183943,69913
"['Johnson, Duke']",['2.06'],1588087356,21424
"['Evans, Mike']",['1.05'],1587937891,21424
"['1.11', '1.12', '2021 Round 3', '2021 Round 3']",['1.06'],1589314942,78048
['1.02'],"['Davis, Corey', '1.07', '2021 Round 1']",1589308781,78048
"['5.12', '2021 Round 3']","['Brown, Antonio']",1589246659,78048
['1.06'],"['2.02', '4.02']",1588815515,78048
"['1.07', '2.07']","['1.08', 'Conner, James']",1590790243,56015
"['3.05', '2021 Round 2']",['3.01'],1588557648,10371
['2.11'],"['2021 Round 2', '2022 Round 2']",1588546600,10371
"['2.02', '3.07']","['2.07', '2.09']",1588361238,10371
"['1.14', '2021 Round 1', '2021 Round 1', '2021 Round 2']","['1.11', '2.02', '2021 Round 2']",1588298641,10371
"['Rivers, Philip']",['2021 Round 4'],1588942816,21588
['1.13'],"['2.04', '3.08', '3.10']",1588450251,21588
['1.01'],"['1.04', '2021 Round 1']",1587649561,21588
['5.05'],[],1581029328,21588
"['Jeffery, Alshon']",['2021 Round 4'],1592622477,34059
['2021 Round 2'],['3.02'],1588706588,34059
"['Ekeler, Austin']","['Mostert, Raheem', 'Shepard, Sterling', '2021 Round 1', '2021 Round 2']",1586312791,34059
"['Brown, Antonio']",['2021 Round 3'],1584858918,34059
"['Brown, Antonio']",['2021 Round 3'],1584843887,34059
"['Gurley, Todd']","['Landry, Jarvis']",1584721304,34059
"['Evans, Mike']","['Henry, Derrick']",1584149889,34059
['3.08'],"['Hogan, Chris']",1598307372,49372
"['4.11', '7.03']",['4.08'],1588099726,42791
"['4.12', '7.11']",['4.07'],1588095372,42791
"['4.07', '6.07']",['4.03'],1588091315,42791
"['Watkins, Sammy', '2021 Round 1']","['2.03', '2.07']",1587951071,42791
['2.02'],"['3.08', '2021 Round 1']",1587950854,42791
"['1.11', '5.09', '6.09', '7.09']","['Lockett, Tyler']",1587873094,42791
['2021 Round 3'],"['4.11', '5.11', '6.11', '7.11']",1587749123,42791
"['Diggs, Stefon']","['1.11', '3.11']",1587741401,42791
['1.10'],"['3.03', '2021 Round 1']",1587677505,42791
"['2.04', '2.12', '2021 Round 1']",['1.06'],1587441996,42791
"['2.08', '3.12', '5.12', '6.12', '7.12']",['2021 Round 1'],1586483793,42791
"['Kupp, Cooper', 'Williams, Mike', 'Higbee, Tyler']","['Hopkins, DeAndre', '2021 Round 3']",1591663662,29560
"['Fournette, Leonard', '4.12']",['2.09'],1589132872,29560
"['Landry, Jarvis']","['Doyle, Jack', '4.07']",1589129357,29560
"['2021 Round 2', '2021 Round 3', '2022 Round 1', '2022 Round 3']","['1.08', '2.08', '3.08', '4.08']",1588969922,29560
['4.06'],[],1588877042,29560
"['3.02', '3.12']",[],1588877015,29560
['4.03'],[],1588876968,29560
"['Evans, Mike']","['McCoy, LeSean', 'Brown, Antonio', '2.02']",1588859020,29560
['3.02'],[],1588844734,29560
['4.11'],[],1588844690,29560
['2.05'],[],1588844632,29560
"['2.07', '3.07']",[],1588844593,29560
['3.03'],[],1588844540,29560
['3.11'],[],1588844415,29560
['4.11'],['3.10'],1588844383,29560
['1.07'],[],1588844288,29560
['4.07'],[],1588844239,29560
['4.11'],[],1588844192,29560
['1.10'],[],1588844144,29560
"['Ekeler, Austin', 'Edelman, Julian', 'Woods, Robert']","['Gordon, Melvin', 'Sanders, Emmanuel', 'Watkins, Sammy']",1588775579,29560
"['Fells, Darren', '4.06']","['Tate, Golden']",1585844589,29560
"['3.02', '3.12']","['Johnson, David']",1585699440,29560
[],['4.08'],1583773679,29560
[],['3.11'],1583773664,29560
[],['3.03'],1583773645,29560
[],['3.02'],1583773625,29560
[],"['3.07', '4.07']",1583773585,29560
[],['2.05'],1583773558,29560
[],['1.11'],1583773520,29560
[],"['1.08', '2.08', '3.08']",1583773487,29560
['4.05'],['2021 Round 3'],1588771997,58359
"['2.04', '3.10', '2021 Round 4']","['2.08', '3.08', '2021 Round 3']",1588694274,58359
"['Cooks, Brandin', '3.06']",['2.04'],1588692296,58359
"['1.10', '3.10']",['1.08'],1588645519,58359
"['Mariota, Marcus', '2.01', '2.05']","['Green, A.J.', '2021 Round 1', '2021 Round 2']",1587473727,58359
['1.05'],"['Mack, Marlon', '2.01', '2.12']",1587355095,58359
['2022 Round 3'],"['Brown, Malcolm']",1597895028,51937
['2021 Round 3'],"['Fitzpatrick, Ryan']",1597856781,51937
"['Williams, Jamaal', 'Crabtree, Michael', '2021 Round 2']",['3.09'],1597010251,51937
"['2021 Round 2', '2022 Round 3']",['3.05'],1597009037,51937
['2.06'],['2.07'],1597003145,51937
"['3.01', '2022 Round 2']",['2.11'],1597001301,51937
['1.11'],"['Clement, Corey', 'Johnson, Duke', '3.11', '2022 Round 1', '2022 Round 2']",1591890389,51937
"['Foles, Nick']",[],1591297680,51937
"['Dolphins, Miami']",[],1591045872,51937
[],"['Chiefs, Kansas City']",1590675693,51937
[],"['Patriots, New England']",1590675640,51937
[],"['Colts, Indianapolis']",1590675634,51937
"['Flacco, Joe', 'Davis, Mike', 'Dickson, Ed', '1.10']",['2.02'],1589421182,51937
['2022 Round 1'],['2.02'],1589395455,51937
"['Beckham, Odell', '1.08']","['Elliott, Ezekiel', '2021 Round 2', '2021 Round 3']",1588809507,51937
"['2.11', '2021 Round 3']","['2021 Round 2', '2021 Round 3']",1588638529,51937
"['1.09', '1.13']",['1.05'],1587732347,51937
"['2.05', '2021 Round 2', '2021 Round 2', '2022 Round 2']",['2022 Round 1'],1585536366,51937
"['1.04', '3.06', '2021 Round 1', '2021 Round 3', '2022 Round 1', '2022 Round 2', '2022 Round 3']","['1.02', '2021 Round 1']",1585429224,51937
"['2021 Round 2', '2022 Round 2']",['2.10'],1585325053,51937
"['Prescott, Dak', '3.03']",['2022 Round 1'],1584971362,51937
"['2.03', '2.05', '2021 Round 3']","['2.06', '2.08', '2.12', '3.01']",1584928705,51937
"['2.06', '2021 Round 2', '1.03']",['1.01'],1584646556,51937
"['2.03', '2.09', '2021 Round 2']",['2022 Round 1'],1583801529,51937
"['1.13', 'Gabriel, Taylor']","['2021 Round 2', '2022 Round 1']",1583166119,51937
"['Crabtree, Michael', '2021 Round 2', '2021 Round 3']",[],1583103588,51937
"['2022 Round 2', '2022 Round 3']",['3.03'],1582555444,51937
['2021 Round 3'],"['Smith, Jonnu']",1598625675,26194
['2021 Round 4'],[],1596381974,26194
"['Heyward, Cameron']",[],1596380357,26194
"['Byard, Kevin']",[],1596374258,26194
"['Allen, Jonathan']",[],1596341278,26194
"['Mathieu, Tyrann']",[],1596319193,26194
"['Goff, Jared']",[],1596314752,26194
"['Bosa, Joey']",['2020 Round 3'],1588982868,26194
"['Peppers, Jabrill']",['2021 Round 3'],1588982856,26194
"['Edelman, Julian']",[],1588943763,26194
"['Evans, Mike', '2020 Round 1']","['2020 Round 1', '2020 Round 2']",1588943577,26194
"['Beckham, Odell']",['2021 Round 1'],1588908494,26194
"['2020 Round 3', '2020 Round 4']",['2020 Round 4'],1587665961,26194
['2020 Round 2'],"['2020 Round 3', '2020 Round 4']",1587558261,26194
"['Collins, Landon']",['2020 Round 4'],1586922200,26194
"['7.10', '2021 Round 2']","['3.04', '3.12']",1599011798,26604
"['2.10', '2021 Round 2', '2022 Round 2']","['Adams, Davante', '2022 Round 3']",1599001149,26604
"['6.10', '2021 Round 2']",['2.07'],1598999235,26604
"['1.10', '7.01']","['3.07', '2021 Round 1', '8.05']",1598984351,26604
['2021 Round 3'],[],1600326524,25943
"['Gronkowski, Rob', '2021 Round 4']","['Hilton, T.Y.']",1599971035,25943
['2021 Round 2'],['3.01'],1592260369,25943
"['3.06', '3.10']",['2021 Round 2'],1592253955,25943
['2.10'],"['3.06', '2021 Round 2']",1592228275,25943
['2.07'],"['2.10', '3.10']",1592171838,25943
"['2.01', '2.04']","['Conner, James']",1585141958,25943
"['Littleton, Cory']","['Smith, Jonnu']",1597905466,45785
"['3.09', '2021 Round 2', '2021 Round 3']","['3.03', '2021 Round 2']",1591829620,40767
"['Henry, Hunter', '5.02']","['Landry, Jarvis', '2.03']",1591530626,40767
"['Allen, Keenan', '3.12']",['1.05'],1591371082,40767
"['Gordon, Melvin', 'Ginn Jr., Ted', 'Humphries, Adam', 'Ingram, Melvin', ""Hightower, Dont'a"", 'Ramsey, Jalen', '2.04']",['1.06'],1591310991,40767
"['Coleman, Tevin']","['4.02', '4.08', '4.12', '2021 Round 3']",1589674335,25549
"['Watson, Deshaun', '2021 Round 2']",['2021 Round 1'],1589389688,25549
"['2.02', '2.03']","['2022 Round 1', '2022 Round 2', '2023 Round 1', '2023 Round 2', '2024 Round 2']",1589225496,25549
['2021 Round 1'],"['Williams, Mike', 'Ebron, Eric']",1584578876,25549
"['Drake, Kenyan']","['2021 Round 1', '2022 Round 2']",1584552542,25549
['5.03'],"['Ajayi, Jay']",1583707652,25549
['2022 Round 2'],"['Higbee, Tyler', '4.08']",1583493549,25549
['2021 Round 4'],"['Sanu, Mohamed']",1597951194,41968
"['Diggs, Stefon']","['2021 Round 1', '2021 Round 4']",1594228582,41968
"['2.01', '4.01']",['1.09'],1593362801,41968
"['Ingram, Mark', 'Jeffery, Alshon', 'Sanu, Mohamed', '2021 Round 2', '2021 Round 3', '2021 Round 4', '2022 Round 1', '2022 Round 2']","['Cook, Dalvin']",1593169782,41968
"['Gurley, Todd', 'Watkins, Sammy']",['2021 Round 1'],1592524742,41968
"['2022 Round 2', '2022 Round 4']","['Howard, O.J.']",1592063950,41968
"['1.08', '3.08', '2021 Round 2']","['Robinson, Allen']",1592063942,41968
['2021 Round 4'],"['Foles, Nick']",1591987378,41968
['2021 Round 1'],"['Jones, Aaron']",1591983117,41968
"['Rodgers, Aaron', 'Ertz, Zach']",['2021 Round 1'],1591967956,41968
"['Woods, Robert', '2021 Round 2']","['Rodgers, Aaron', '2021 Round 4']",1599452236,43812
"['Henry, Derrick', '2020 Round 4']","['Thomas, Michael', 'Ertz, Zach']",1598835384,43812
"['Hopkins, DeAndre', '2020 Round 3']",['2020 Round 2'],1595024955,43812
"['Thomas, Michael', '2020 Round 4']","['Ekeler, Austin', '2020 Round 1']",1595128462,42406
"['Kupp, Cooper', 'Robinson, Allen']","['Kamara, Alvin', 'Murray, Latavius']",1594843519,42406
"['2020 Round 3', '2021 Round 2', '2021 Round 3']","['2020 Round 2', '2021 Round 4', '2021 Round 5']",1594756518,42406
"['Hooper, Austin']","['Fuller, Will']",1588268996,42406
"['Keenum, Case', 'Fowler, Bennie', '2020 Round 2']","['Garoppolo, Jimmy', 'Funchess, Devin', '2020 Round 3']",1586968107,42406
"[""Fairbairn, Ka'imi"", '2020 Round 2']","['Winston, Jameis', '2020 Round 3']",1586910295,42406
['2021 Round 4'],['4.06'],1598761519,10394
"['Hooper, Austin', '2021 Round 3']","['4.01', '4.07', '2021 Round 4']",1598760774,10394
['2.07'],"['3.06', '2021 Round 2']",1598758517,10394
"['2021 Round 3', '2021 Round 4']","['3.10', '4.10']",1598742172,10394
"['Hilton, T.Y.', '2.06']",['1.07'],1598742107,10394
['2021 Round 2'],"['Cousins, Kirk']",1598669064,10394
['2021 Round 4'],[],1598654495,10394
['3.05'],[],1596040122,10394
"['2021 Round 1', '2021 Round 4']","['Gurley, Todd']",1600163890,62438
"['49ers, San Francisco']",['2022 Round 4'],1598903970,62438
['2.07'],['2021 Round 1'],1589226542,62438
"['2.08', '4.08']",['2.06'],1589219356,62438
"['Ertz, Zach']","['Smith-Schuster, JuJu']",1588691719,62438
"['1.07', '1.10']",['1.01'],1588621841,62438
"['Jones, Aaron']","['2.02', '2021 Round 1']",1588621787,62438
['2021 Round 7'],['7.12'],1590065554,32904
"['Daniel, Chase', 'Beasley, Cole']","['7.03', '7.10']",1590053516,32904
['7.01'],['2021 Round 7'],1589994479,32904
['2021 Round 5'],['5.01'],1589918364,32904
['2021 Round 4'],"['Dalton, Andy']",1589900678,32904
"['Fournette, Leonard']","['2.12', '2021 Round 1']",1589758990,32904
['1.12'],['2021 Round 1'],1589587202,32904
"['Mack, Marlon', '2022 Round 4', '2022 Round 5']","['Green, A.J.', '2021 Round 2']",1592856139,47787
"['Mack, Marlon']",['2021 Round 1'],1592242248,47787
"['Mack, Marlon']",['2021 Round 1'],1592221042,47787
"['2021 Round 3', '2021 Round 5']","['5.09', '2021 Round 4']",1591810521,47787
"['Trubisky, Mitchell']",['5.02'],1591788731,47787
"['Olsen, Greg']",['5.06'],1591715076,47787
"['4.05', '5.01', '2021 Round 2']",['3.08'],1591700391,47787
"['4.05', '4.10']","['Allen, Jonathan', 'Martinez, Blake']",1591697995,47787
['3.03'],"['2021 Round 2', '2021 Round 4']",1591693544,47787
['3.02'],"['3.10', '2021 Round 3']",1591693208,47787
['2.03'],"['2.07', '3.01']",1591623679,47787
"[""Bell, Le'Veon"", '2021 Round 2', '5.01', '5.12']",['2.01'],1591618652,47787
"['2021 Round 1', '2021 Round 1', '2021 Round 1']","['Hopkins, DeAndre', '2021 Round 2', '2021 Round 2']",1597116504,77081
"['4.10', '2021 Round 4']",['4.06'],1589147291,77081
['2021 Round 3'],['4.05'],1589141288,77081
"['Cook, Jared']","['4.01', '2021 Round 3']",1589130354,77081
['3.12'],"['4.03', '2021 Round 4']",1589126634,77081
"['3.12', '2021 Round 4']","['Brees, Drew', '4.09']",1589126115,77081
['3.04'],"['3.11', '2021 Round 2']",1589061794,77081
['3.04'],"['2021 Round 2', '2021 Round 3']",1589060981,77081
['2021 Round 2'],['3.05'],1589059247,77081
"['3.06', '2021 Round 3']",['3.04'],1589058183,77081
"['Njoku, David', '2.05']","['Hooper, Austin', '2.11']",1589035660,77081
"['Waller, Darren', '2021 Round 2']","['2.02', '3.12']",1589030931,77081
"['1.12', '3.02']",['1.09'],1588988644,77081
"['1.09', '3.01']","['2.01', '2021 Round 1']",1588961066,77081
"['Elliott, Ezekiel', 'Sanders, Emmanuel']","['1.05', '1.09', '2021 Round 1']",1588795396,77081
"['Stills, Kenny', '2021 Round 2']","['Brown, Antonio']",1593363868,45683
"['Murray, Latavius', '2.06']",['2.02'],1589419166,45683
"['1.05', '1.06']","['Kamara, Alvin', '2.12']",1589378149,45683
"['Breida, Matt', 'Hill, Tyreek']","['1.02', '3.04', '3.05']",1589245823,45683
['3.03'],"['Davis, Corey']",1589132095,45683
['3.01'],[],1588175230,45683
['2.03'],"['1.05', '1.06', '2.06', '3.06']",1588175168,45683
[],"['1.03', '3.03']",1588175129,45683
"['1.01', '2.01']",[],1588175098,45683
"['Golladay, Kenny', '2.04', '2.05']","['Robinson, Allen', '1.11']",1587335891,45683
"['Edelman, Julian', '2021 Round 4']","['Gallman, Wayne', '2021 Round 2']",1593307658,15635
['2021 Round 3'],['4.02'],1591489921,15635
['3.08'],['2021 Round 2'],1591488933,15635
"['2.05', '4.05']","['2.07', '3.07']",1591406036,15635
"['2.08', '4.08']",['2.06'],1591399340,15635
"['2.03', '2021 Round 3']","['Green, A.J.']",1591384175,15635
"['2021 Round 1', '2021 Round 4']",['1.13'],1591375239,15635
"['Kupp, Cooper', '2.11']",['1.06'],1591302782,15635
"['1.06', '1.13']","['1.03', '4.03']",1591294699,15635
"['Gronkowski, Rob', '2.04']","['Conner, James']",1591233957,15635
['4.03'],[],1590250521,15635
[],"['Sanders, Emmanuel']",1590248853,15635
"['2021 Round 1', '2021 Round 4']","['Gurley, Todd', '2021 Round 3']",1591178360,61307
"['Thomas, Michael', '2021 Round 4']","['2021 Round 1', '2022 Round 1', 'Williams, Mike']",1590171534,61307
['2021 Round 5'],['5.06'],1590094238,61307
"['4.12', '5.09', '5.12']",['2021 Round 4'],1590004049,61307
"['4.10', '2021 Round 4']",['4.07'],1589977916,61307
['4.04'],"['4.09', '4.11']",1589941408,61307
"['3.09', '4.11']",['3.08'],1589918128,61307
"['2021 Round 3', '2021 Round 3', '2021 Round 3', '2022 Round 1']","['2.11', '2.12']",1589898469,61307
"['Carr, Derek', '2.09']","['2021 Round 1', '2021 Round 2']",1589898247,61307
"['3.07', '2021 Round 2']",['2.02'],1589860758,61307
"['2021 Round 1', '2021 Round 1']","['1.12', '2.01']",1589853177,61307
"['Beckham, Odell']",['1.06'],1589841468,61307
[],['2.06'],1589592390,61307
"['2.04', '2021 Round 5']","['1.07', '2.07', '4.07', '5.07', '2021 Round 2', '2021 Round 4']",1589592165,61307
[],['4.06'],1589591978,61307
"['5.05', '2021 Round 2', '2021 Round 4']","['2021 Round 1', '2021 Round 5']",1589591951,61307
[],"['1.04', '2021 Round 2', '2021 Round 3']",1589591829,61307
[],"['3.04', '4.04', '5.04', '2021 Round 4']",1589591590,61307
['1.06'],"['1.05', '2.05', '4.05', '2021 Round 3']",1589591371,61307
"['Johnson, David']",['2021 Round 1'],1590461969,62343
"['Anderson, Robby']","['Perriman, Breshad']",1585261204,62343
"['5.03', '5.09']",['4.07'],1589025068,21671
['2021 Round 2'],"['3.07', '4.07']",1588979588,21671
['2021 Round 2'],['3.04'],1588976753,21671
"['3.09', '2021 Round 2']",['2.10'],1588973916,21671
['2.06'],"['2.10', '2021 Round 3']",1588968256,21671
"['2.03', '2.05', '4.10']",['1.08'],1588957240,21671
['2021 Round 5'],['5.10'],1588782426,21671
"['Fuller, Will', '2021 Round 1']","['2.03', '3.05']",1588774994,21671
['4.04'],"['Tannehill, Ryan']",1587103768,21671
"['Landry, Jarvis', '1.04', 'Bills, Buffalo']","['1.02', 'Williams, Mike']",1585423651,21671
"['Williams, Damien']","['Sanders, Emmanuel', '4.01']",1584832860,21671
"['Rams, Los Angeles']","['Falcons, Atlanta']",1584726323,21671
"['Falcons, Atlanta']","['Rams, Los Angeles']",1584725826,21671
[],['2.06'],1585548918,74007
"['2.06', '2021 Round 1']","['1.11', '2.09']",1585548845,74007
"['Ryan, Matt']",[],1585547444,74007
"['2.03', '2.06', '2.11']","['2021 Round 1', '2021 Round 2']",1585546624,74007
"['Mahomes, Patrick', 'Tannehill, Ryan', '4.07']","['Ryan, Matt', 'Shepard, Sterling', '1.12', '3.01', '2021 Round 3', '2021 Round 4']",1585545114,74007
"['3.06', '2021 Round 1']","['1.11', '2.09', '4.07']",1585544970,74007
"['1.11', '2.09', '4.07']","['3.06', '2021 Round 1']",1585527349,74007
"['Ryan, Matt', 'Shepard, Sterling', '1.12', '3.01', '2021 Round 3', '2021 Round 4']","['Mahomes, Patrick', 'Tannehill, Ryan', '4.07']",1585521021,74007
"['2.03', '2.06', '2.11']","['2021 Round 1', '2021 Round 2', '2021 Round 4']",1585510978,74007
"['2.06', '2021 Round 1']","['1.11', '2.09']",1585447257,74007
"['Howard, Jordan', '4.10', '4.12']","['2.08', '2021 Round 2']",1584632321,74007
['1.13'],"['2.12', '3.05', '3.06', '3.12']",1584607762,74007
"['Samuel, Curtis', '2.08']","['Cohen, Tarik', '1.12']",1583813704,74007
"['Erickson, Alex', '2021 Round 2']","['3.01', '3.10']",1583391547,74007
"['2021 Round 1', '2021 Round 2', '2021 Round 3', '2021 Round 4', '2021 Round 5']","['2021 Round 1', '2021 Round 2', '2021 Round 3', '2021 Round 4', '2021 Round 5']",1598847205,11210
"['5.31', '2021 Round 4']",['5.10'],1598461391,11210
"['5.01', '5.32']",['2021 Round 4'],1598374551,11210
['4.11'],"['5.23', '2021 Round 3']",1598288974,11210
"['Barber, Peyton']","['Dorsett, Phillip']",1598206283,11210
['4.08'],"['Cook, Jared']",1598199735,11210
['3.24'],['2021 Round 2'],1598198883,11210
"['2021 Round 2', '2021 Round 3']","['3.07', '5.08']",1598113138,11210
"['2.08', '4.08']","['2.19', '3.07']",1597949663,11210
"['2.11', '3.23', '2021 Round 1']",['1.30'],1597888424,11210
"['Montgomery, Ty']",[],1597824334,11210
"['1.29', '2.18']","['Mostert, Raheem', 'Kazee, Damontae']",1597804549,11210
"['1.23', '2.23', '2.30', '3.13', '3.23', '4.23', '5.23']",['1.11'],1597803531,11210
[],"['Ginn Jr., Ted']",1597647287,11210
"['3.10', '4.29']","['2021 Round 3', '2021 Round 4']",1597515121,11210
"['Stafford, Matthew', '4.04']",['4.01'],1591362612,50528
"['Diggs, Stefon']","['2.10', '2021 Round 1']",1591195818,50528
"['Williams, Mike']","['1.09', '2.09']",1591057177,50528
"['Richard, Jalen']",['2021 Round 4'],1599759245,44598
['2021 Round 4'],"['Ravens, Baltimore']",1599745414,44598
"['Beckham, Odell', '2022 Round 4']","['Thomas, Michael', '2022 Round 2']",1599459719,44598
['2021 Round 3'],"['Landry, Jarvis']",1589257690,44598
"['Jones, Marvin', 'Landry, Jarvis', '2021 Round 1', '2022 Round 3']","['Hill, Tyreek', '2021 Round 4']",1589066271,44598
['2021 Round 3'],"['Breida, Matt']",1588883381,44598
"['Howard, Jordan']","['4.07', '4.08']",1588809677,44598
['4.06'],"['Perriman, Breshad']",1588802874,44598
['3.11'],"['Tannehill, Ryan', '2021 Round 4']",1588715802,44598
"['1.08', '2021 Round 4']","['Conner, James', '2.02', '2.11', '2021 Round 2', '2021 Round 3']",1588432159,44598
['2021 Round 3'],"['Fuller, Will']",1599492999,27639
"['2021 Round 4', '2021 Round 5']",['4.06'],1599093279,27639
"['Cowboys, Dallas']","['Seahawks, Seattle']",1599093236,27639
"['2.10', '3.09', '3.10']",['1.08'],1598926273,27639
